folio,ano,fondo,region_excel,estado_sira,razon_social,nombre_fantasia,rut,tipo_entidad,fecha_suscripcion,modalidad,tipo_convenio,alcance,cuotas_declaradas,tipo_garantia,monto_garantia,toma_razon,estados_financieros,socios_beneficiarios,url,error,timestamp
58945,2022,FFOIP,ARICA,Borrador,JUNTA DE VECINOS MOLINOS DE LA UNIDAD VECINAL 63,,65679440-2,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,09 de septiembre de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=58945#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/58945,,2026-05-19 12:32:14
60226,2022,FFOIP,ARICA,Borrador,UNIÓN COMUNAL ADULTO MAYOR ARICA REGIÓN,UCAMAR,65915520-6,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,24 de septiembre de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=60226#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/60226,,2026-05-19 12:32:17
54768,2022,FFOIP,O'HIGGINS,Borrador,"AGRUPACIÓN SOCIAL, CULTURAL Y DEPORTIVA AJEDREZ O'HIGGINS",CLUB DE AJEDREZ O´HIGGINS,65113206-1,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,REGIONAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$2.447.920,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=54768#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/54768,,2026-05-19 12:32:21
54899,2022,FFOIP,O'HIGGINS,Borrador,COMUNIDAD MAPUCHE WE FOLIL,COMUNIDAD MAPUCHE WE FOLIL,65032582-6,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.755.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=54899#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/54899,,2026-05-19 12:32:24
55756,2022,FFOIP,O'HIGGINS,Borrador,AGRUPACION EDUCATIVA CULTURAL LAGO RAPEL,,65177472-1,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.695.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=55756#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/55756,,2026-05-19 12:32:28
55783,2022,FFOIP,O'HIGGINS,Borrador,JUNTA DE VECINOS LA UNIÓN DE CARACOLES,JUNTA DE VECINOS LA UNIÓN DE CARACOLES,72908200-7,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$889.402,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=55783#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/55783,,2026-05-19 12:32:31
55841,2022,FFOIP,O'HIGGINS,Borrador,AGRUPACION DE EMPRENDEDORES DOÑIHUANOS,AGRUPACION DE EMPRENDEDORES DOÑIHUANOS,65204714-9,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.577.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=55841#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/55841,,2026-05-19 12:32:35
55883,2022,FFOIP,O'HIGGINS,Borrador,ORGANIZACIÓN MEDIO AMBIENTALISTA ECO CLUBES LIFAE,ECO CLUBES LIFAE,65163826-7,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.755.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=55883#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/55883,,2026-05-19 12:32:40
56367,2022,FFOIP,O'HIGGINS,Borrador,JUNTA DE VECINOS LAS PARCELAS TROYA NORTE,JUNTA DE VECINOS LAS PARCELAS TROYA NORTE,65109925-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.754.110,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=56367#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/56367,,2026-05-19 12:32:44
56431,2022,FFOIP,O'HIGGINS,Borrador,JUNTA DE VECINOS N° 11 LA CABAÑA,JUNTA DE VECINOS LA CABAÑA,71820500-K,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.713.240,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=56431#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/56431,,2026-05-19 12:32:47
56573,2022,FFOIP,O'HIGGINS,Borrador,UNIÓN COMUNAL CLUB ADULTO MAYOR DE PAREDONES,UCAM PAREDONES,65804170-3,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.179.970,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=56573#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/56573,,2026-05-19 12:32:51
56623,2022,FFOIP,O'HIGGINS,Borrador,JUNTA DE VECINOS LA PALMILLA,,72231800-5,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.674.205,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=56623#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/56623,,2026-05-19 12:32:55
56873,2022,FFOIP,O'HIGGINS,Borrador,UNION COMUNAL ADULTO MAYOR,UCAM MARCHIGUE,65261500-7,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.755.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=56873#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/56873,,2026-05-19 12:32:58
57020,2022,FFOIP,O'HIGGINS,Borrador,CLUB DEPORTIVO SOCIAL MOVIMIENTO FUNCIONAL,CLUB DEPORTIVO SOCIAL MOVIMIENTO FUNCIONAL,65189643-6,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.647.940,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57020#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57020,,2026-05-19 12:33:02
57059,2022,FFOIP,O'HIGGINS,Borrador,CORPORACIÓN DE TRANSFORMACIÓN EDUCATIVA TRÉBOL DE MAR.,CORPORACIÓN TRÉBOL DE MAR,65198669-9,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.040.860,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57059#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57059,,2026-05-19 12:33:07
57087,2022,FFOIP,O'HIGGINS,Borrador,JUNTA DE VECINOS ARICA,,65047887-8,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.653.708,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57087#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57087,,2026-05-19 12:33:12
57169,2022,FFOIP,O'HIGGINS,Borrador,CENTRO DE ADULTO MAYOR JAIME FELDMAN MILLER,CENTRO DE ADULTO MAYOR JAIME FELDMAN MILLER,65123939-7,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.755.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57169#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57169,,2026-05-19 12:33:15
57220,2022,FFOIP,O'HIGGINS,Borrador,CLUB DE ADULTO MAYOR BERNARDO MUÑOZ DE EL MANZANO,,65332780-3,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.577.640,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57220#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57220,,2026-05-19 12:33:19
57735,2022,FFOIP,O'HIGGINS,Borrador,FUNDACIÓN UNIVERZOO ANIMAL,FUNDACIÓN UNIVERZOO ANIMAL,65198244-8,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.200.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57735#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57735,,2026-05-19 12:33:22
57823,2022,FFOIP,O'HIGGINS,Borrador,OBSERVATORIO POR UN BUEN TRATO ENTRE LAS PERSONAS Y DE LAS PERSONAS CON EL MEDIO AMBIENTE U OBSERVAT,OBSERVATORIO POR UN BUEN TRATO,65197513-1,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,REGIONAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$2.497.760,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57823#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57823,,2026-05-19 12:33:26
58117,2022,FFOIP,O'HIGGINS,Borrador,AGRUPACIÓN DE ARTESANOS EL PROGRESO,AGRUPACIÓN DE ARTESANOS EL PROGRESO,65078257-7,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.744.990,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=58117#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/58117,,2026-05-19 12:33:31
58205,2022,FFOIP,O'HIGGINS,Borrador,AGRUPACIÓN SIEMPRE UNIDOS,SIEMPRE UNIDOS,65149024-3,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.058.156,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=58205#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/58205,,2026-05-19 12:33:35
58771,2022,FFOIP,O'HIGGINS,Borrador,ORGANIZACIÓN FUNCIONAL,AGRUPACIÓN UNIDOS POR LA NEURODIVERSIDAD,65196788-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,REGIONAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$2.160.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=58771#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/58771,,2026-05-19 12:33:41
59076,2022,FFOIP,O'HIGGINS,Borrador,FUNDACIÓN LOS MONITOS DE MARY,,65201715-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.219.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59076#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59076,,2026-05-19 12:33:47
59266,2022,FFOIP,O'HIGGINS,Borrador,UNIÓN COMUNAL DE ADULTOS MAYORES DE OLIVAR,UNIÓN COMUNAL DE ADULTOS MAYORES DE OLIVAR,65540200-4,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.570.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59266#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59266,,2026-05-19 12:33:52
59388,2022,FFOIP,O'HIGGINS,Borrador,GRUPO HIJOS Y PADRES MIRANDO HACIA EL FUTURO,,65041369-5,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.605.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59388#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59388,,2026-05-19 12:33:55
59410,2022,FFOIP,O'HIGGINS,Borrador,COMITÉ DE ADELANTO ROSARIO AL PROGRESO,,65571230-5,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.434.820,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59410#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59410,,2026-05-19 12:33:59
59433,2022,FFOIP,O'HIGGINS,Borrador,UNION COMUNAL DE JUNTAS DE VECINOS GRANEROS,UNION COMUNAL DE JUNTAS DE VECINOS GRANEROS,74721000-4,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.755.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59433#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59433,,2026-05-19 12:34:02
59561,2022,FFOIP,O'HIGGINS,Borrador,UNIÓN COMUNAL DE CLUBES DE ADULTO MAYOR,UNIÓN COMUNAL DE CLUBES DE ADULTO MAYOR SAN FERNANDO,75986160-4,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.461.114,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59561#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59561,,2026-05-19 12:34:06
59671,2022,FFOIP,O'HIGGINS,Borrador,UNIÓN COMUNAL DEL ADULTO MAYOR SAN FRANCISCO DE MOSTAZAL,UCAM SAN FRANCISCO,65096737-2,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.755.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59671#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59671,,2026-05-19 12:34:09
60005,2022,FFOIP,O'HIGGINS,Borrador,JUNTA DE VECINOS N°16 “LAS HIGUERAS”,J:V: LAS HIGUERAS,72487300-6,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.624.433,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=60005#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/60005,,2026-05-19 12:34:14
